Location Name,Gold $ USD,Effective Date,Dial Code,Price
Albania-AMC,0.1429,3/4/2018 8:40,35539241,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539360,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539361,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539450,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539560,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539640,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539690,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539740,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539790,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539823,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539850,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35539880,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3554630,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3554631,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3554632,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3554633,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35547210,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35547425,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35547550,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35547700,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35547870,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35547950,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548270,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548271,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548272,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548570,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548660,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548750,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548855,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548935,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35548936,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35549250,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35549440,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35549560,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35549730,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35549830,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35549930,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3555114,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35551240,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35551241,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35551360,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35551361,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35551460,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35551461,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3555263,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3555264,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3555370,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3555490,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3555491,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3555540,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35556150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35556240,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35556293,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35556340,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35556445,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35556465,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35556550,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35556583,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557043,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557070,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557094,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557180,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557260,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557390,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557463,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557464,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557543,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557544,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557584,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557643,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557644,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557683,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557770,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557771,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557843,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557865,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557943,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557963,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35557993,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558023,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558073,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558151,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558250,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558323,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558373,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558424,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558460,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558484,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558494,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558540,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558564,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558580,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558594,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558624,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558670,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558693,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558724,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558764,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558790,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558824,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558842,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558852,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558882,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558924,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558953,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35558983,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559240,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559324,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559360,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559394,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559424,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559462,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559492,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559540,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559572,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559622,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559664,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559674,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559684,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559694,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559722,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559754,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559770,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35559794,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35572780,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581140,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581141,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581240,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581241,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581340,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581341,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581450,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581451,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35581540,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3558290,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3558291,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3558340,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3558460,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,3558550,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586022,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586070,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586082,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586260,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586344,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586372,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586424,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586462,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586472,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586494,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586524,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586572,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586582,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586622,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586672,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586750,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586796,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586850,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586892,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586922,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35586972,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587150,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587151,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587174,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587184,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587194,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587224,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587270,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587294,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587322,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587392,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587442,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587482,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587540,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587622,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587652,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587672,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587692,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587722,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587760,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35587790,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588140,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588194,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588222,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588262,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588274,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588294,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588324,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588364,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588372,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588392,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588420,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588440,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588480,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588540,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588590,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588640,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588682,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588692,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588722,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588750,0.21435
Albania-AMC,0.1429,3/4/2018 8:40,35588770,0.21435
